unit_id,received_dttm,predicted_response_time_seconds,actual_response_time_seconds,call_type,call_type_group,original_priority,unit_type,station_area,battalion,neighborhood_district,zipcode_of_incident,on_scene_dttm,raw_predict_payload,normalized_predict_payload,raw_actual_payload,normalized_actual_payload
B02,2026-01-01T02:10:40.000,532.9716,373,Alarms,Alarm,3,CHIEF,7,B02,Mission,94103,2026-01-01T02:16:53.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""B02"", ""unit_type"": ""CHIEF"", ""station_area"": ""7"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T02:10:40.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""B02"", ""unit_type"": ""CHIEF"", ""station_area"": ""7"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T02:10:40.000""}","{""unit_id"": ""B02"", ""received_dttm"": ""2026-01-01T02:10:40.000"", ""on_scene_dttm"": ""2026-01-01T02:16:53.000""}","{""unit_id"": ""B02"", ""received_dttm"": ""2026-01-01T02:10:40.000"", ""on_scene_dttm"": ""2026-01-01T02:16:53.000""}"
M550,2026-01-01T11:22:34.000,920.19104,,Medical Incident,Non Life-threatening,2,MEDIC,15,B09,Outer Mission,94112,,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Non Life-threatening"", ""original_priority"": ""2"", ""unit_id"": ""M550"", ""unit_type"": ""MEDIC"", ""station_area"": ""15"", ""battalion"": ""B09"", ""neighborhood_district"": ""Outer Mission"", ""zipcode_of_incident"": ""94112"", ""received_dttm"": ""2026-01-01T11:22:34.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Non Life-threatening"", ""original_priority"": ""2"", ""unit_id"": ""M550"", ""unit_type"": ""MEDIC"", ""station_area"": ""15"", ""battalion"": ""B09"", ""neighborhood_district"": ""Outer Mission"", ""zipcode_of_incident"": ""94112"", ""received_dttm"": ""2026-01-01T11:22:34.000""}",,
T10,2026-01-01T13:06:08.000,505.49338,347,Alarms,Alarm,3,TRUCK,31,B07,Lone Mountain/USF,94118,2026-01-01T13:11:55.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""T10"", ""unit_type"": ""TRUCK"", ""station_area"": ""31"", ""battalion"": ""B07"", ""neighborhood_district"": ""Lone Mountain/USF"", ""zipcode_of_incident"": ""94118"", ""received_dttm"": ""2026-01-01T13:06:08.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""T10"", ""unit_type"": ""TRUCK"", ""station_area"": ""31"", ""battalion"": ""B07"", ""neighborhood_district"": ""Lone Mountain/USF"", ""zipcode_of_incident"": ""94118"", ""received_dttm"": ""2026-01-01T13:06:08.000""}","{""unit_id"": ""T10"", ""received_dttm"": ""2026-01-01T13:06:08.000"", ""on_scene_dttm"": ""2026-01-01T13:11:55.000""}","{""unit_id"": ""T10"", ""received_dttm"": ""2026-01-01T13:06:08.000"", ""on_scene_dttm"": ""2026-01-01T13:11:55.000""}"
E38,2026-01-01T07:33:17.000,454.8689,346,Alarms,Alarm,3,ENGINE,38,B04,Pacific Heights,94109,2026-01-01T07:39:03.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E38"", ""unit_type"": ""ENGINE"", ""station_area"": ""38"", ""battalion"": ""B04"", ""neighborhood_district"": ""Pacific Heights"", ""zipcode_of_incident"": ""94109"", ""received_dttm"": ""2026-01-01T07:33:17.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E38"", ""unit_type"": ""ENGINE"", ""station_area"": ""38"", ""battalion"": ""B04"", ""neighborhood_district"": ""Pacific Heights"", ""zipcode_of_incident"": ""94109"", ""received_dttm"": ""2026-01-01T07:33:17.000""}","{""unit_id"": ""E38"", ""received_dttm"": ""2026-01-01T07:33:17.000"", ""on_scene_dttm"": ""2026-01-01T07:39:03.000""}","{""unit_id"": ""E38"", ""received_dttm"": ""2026-01-01T07:33:17.000"", ""on_scene_dttm"": ""2026-01-01T07:39:03.000""}"
M505,2026-01-01T21:40:23.000,380.41882,264,Medical Incident,Potentially Life-Threatening,3,MEDIC,7,B06,Mission,94110,2026-01-01T21:44:47.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M505"", ""unit_type"": ""MEDIC"", ""station_area"": ""7"", ""battalion"": ""B06"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94110"", ""received_dttm"": ""2026-01-01T21:40:23.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M505"", ""unit_type"": ""MEDIC"", ""station_area"": ""7"", ""battalion"": ""B06"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94110"", ""received_dttm"": ""2026-01-01T21:40:23.000""}","{""unit_id"": ""M505"", ""received_dttm"": ""2026-01-01T21:40:23.000"", ""on_scene_dttm"": ""2026-01-01T21:44:47.000""}","{""unit_id"": ""M505"", ""received_dttm"": ""2026-01-01T21:40:23.000"", ""on_scene_dttm"": ""2026-01-01T21:44:47.000""}"
M594,2026-01-01T10:29:22.000,339.1285,499,Medical Incident,Potentially Life-Threatening,E,MEDIC,21,B05,Lone Mountain/USF,94117,2026-01-01T10:37:41.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""E"", ""unit_id"": ""M594"", ""unit_type"": ""MEDIC"", ""station_area"": ""21"", ""battalion"": ""B05"", ""neighborhood_district"": ""Lone Mountain/USF"", ""zipcode_of_incident"": ""94117"", ""received_dttm"": ""2026-01-01T10:29:22.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""E"", ""unit_id"": ""M594"", ""unit_type"": ""MEDIC"", ""station_area"": ""21"", ""battalion"": ""B05"", ""neighborhood_district"": ""Lone Mountain/USF"", ""zipcode_of_incident"": ""94117"", ""received_dttm"": ""2026-01-01T10:29:22.000""}","{""unit_id"": ""M594"", ""received_dttm"": ""2026-01-01T10:29:22.000"", ""on_scene_dttm"": ""2026-01-01T10:37:41.000""}","{""unit_id"": ""M594"", ""received_dttm"": ""2026-01-01T10:29:22.000"", ""on_scene_dttm"": ""2026-01-01T10:37:41.000""}"
E03,2026-01-01T23:59:29.000,537.96985,558,Outside Fire,Fire,3,ENGINE,3,B03,Tenderloin,94102,2026-01-02T00:08:47.000,"{""call_type"": ""Outside Fire"", ""call_type_group"": ""Fire"", ""original_priority"": ""3"", ""unit_id"": ""E03"", ""unit_type"": ""ENGINE"", ""station_area"": ""3"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T23:59:29.000""}","{""call_type"": ""Outside Fire"", ""call_type_group"": ""Fire"", ""original_priority"": ""3"", ""unit_id"": ""E03"", ""unit_type"": ""ENGINE"", ""station_area"": ""3"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T23:59:29.000""}","{""unit_id"": ""E03"", ""received_dttm"": ""2026-01-01T23:59:29.000"", ""on_scene_dttm"": ""2026-01-02T00:08:47.000""}","{""unit_id"": ""E03"", ""received_dttm"": ""2026-01-01T23:59:29.000"", ""on_scene_dttm"": ""2026-01-02T00:08:47.000""}"
E08,2026-01-01T20:28:57.000,442.9607,395,Medical Incident,Potentially Life-Threatening,3,ENGINE,8,B03,Mission Bay,94107,2026-01-01T20:35:32.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E08"", ""unit_type"": ""ENGINE"", ""station_area"": ""8"", ""battalion"": ""B03"", ""neighborhood_district"": ""Mission Bay"", ""zipcode_of_incident"": ""94107"", ""received_dttm"": ""2026-01-01T20:28:57.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E08"", ""unit_type"": ""ENGINE"", ""station_area"": ""8"", ""battalion"": ""B03"", ""neighborhood_district"": ""Mission Bay"", ""zipcode_of_incident"": ""94107"", ""received_dttm"": ""2026-01-01T20:28:57.000""}","{""unit_id"": ""E08"", ""received_dttm"": ""2026-01-01T20:28:57.000"", ""on_scene_dttm"": ""2026-01-01T20:35:32.000""}","{""unit_id"": ""E08"", ""received_dttm"": ""2026-01-01T20:28:57.000"", ""on_scene_dttm"": ""2026-01-01T20:35:32.000""}"
E33,2026-01-01T07:26:57.000,464.7289,440,Medical Incident,Potentially Life-Threatening,3,ENGINE,33,B08,Lakeshore,94132,2026-01-01T07:34:17.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E33"", ""unit_type"": ""ENGINE"", ""station_area"": ""33"", ""battalion"": ""B08"", ""neighborhood_district"": ""Lakeshore"", ""zipcode_of_incident"": ""94132"", ""received_dttm"": ""2026-01-01T07:26:57.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E33"", ""unit_type"": ""ENGINE"", ""station_area"": ""33"", ""battalion"": ""B08"", ""neighborhood_district"": ""Lakeshore"", ""zipcode_of_incident"": ""94132"", ""received_dttm"": ""2026-01-01T07:26:57.000""}","{""unit_id"": ""E33"", ""received_dttm"": ""2026-01-01T07:26:57.000"", ""on_scene_dttm"": ""2026-01-01T07:34:17.000""}","{""unit_id"": ""E33"", ""received_dttm"": ""2026-01-01T07:26:57.000"", ""on_scene_dttm"": ""2026-01-01T07:34:17.000""}"
E07,2026-01-01T17:38:02.000,421.5573,345,Medical Incident,Potentially Life-Threatening,E,ENGINE,7,B02,Mission,94103,2026-01-01T17:43:47.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""E"", ""unit_id"": ""E07"", ""unit_type"": ""ENGINE"", ""station_area"": ""7"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T17:38:02.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""E"", ""unit_id"": ""E07"", ""unit_type"": ""ENGINE"", ""station_area"": ""7"", ""battalion"": ""B02"", ""neighborhood_district"": ""Mission"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T17:38:02.000""}","{""unit_id"": ""E07"", ""received_dttm"": ""2026-01-01T17:38:02.000"", ""on_scene_dttm"": ""2026-01-01T17:43:47.000""}","{""unit_id"": ""E07"", ""received_dttm"": ""2026-01-01T17:38:02.000"", ""on_scene_dttm"": ""2026-01-01T17:43:47.000""}"
B08,2026-01-01T17:09:19.000,427.3898,326,Structure Fire / Smoke in Building,Fire,3,CHIEF,40,B08,Inner Sunset,94122,2026-01-01T17:14:45.000,"{""call_type"": ""Structure Fire / Smoke in Building"", ""call_type_group"": ""Fire"", ""original_priority"": ""3"", ""unit_id"": ""B08"", ""unit_type"": ""CHIEF"", ""station_area"": ""40"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T17:09:19.000""}","{""call_type"": ""Structure Fire / Smoke in Building"", ""call_type_group"": ""Fire"", ""original_priority"": ""3"", ""unit_id"": ""B08"", ""unit_type"": ""CHIEF"", ""station_area"": ""40"", ""battalion"": ""B08"", ""neighborhood_district"": ""Inner Sunset"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T17:09:19.000""}","{""unit_id"": ""B08"", ""received_dttm"": ""2026-01-01T17:09:19.000"", ""on_scene_dttm"": ""2026-01-01T17:14:45.000""}","{""unit_id"": ""B08"", ""received_dttm"": ""2026-01-01T17:09:19.000"", ""on_scene_dttm"": ""2026-01-01T17:14:45.000""}"
E03,2026-01-01T11:02:57.000,462.60278,482,Medical Incident,Potentially Life-Threatening,3,ENGINE,3,B04,Tenderloin,94109,2026-01-01T11:10:59.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E03"", ""unit_type"": ""ENGINE"", ""station_area"": ""3"", ""battalion"": ""B04"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94109"", ""received_dttm"": ""2026-01-01T11:02:57.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E03"", ""unit_type"": ""ENGINE"", ""station_area"": ""3"", ""battalion"": ""B04"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94109"", ""received_dttm"": ""2026-01-01T11:02:57.000""}","{""unit_id"": ""E03"", ""received_dttm"": ""2026-01-01T11:02:57.000"", ""on_scene_dttm"": ""2026-01-01T11:10:59.000""}","{""unit_id"": ""E03"", ""received_dttm"": ""2026-01-01T11:02:57.000"", ""on_scene_dttm"": ""2026-01-01T11:10:59.000""}"
E01,2026-01-01T07:05:45.000,333.87085,223,Structure Fire / Smoke in Building,Alarm,3,ENGINE,1,B03,South of Market,94103,2026-01-01T07:09:28.000,"{""call_type"": ""Structure Fire / Smoke in Building"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E01"", ""unit_type"": ""ENGINE"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""South of Market"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T07:05:45.000""}","{""call_type"": ""Structure Fire / Smoke in Building"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E01"", ""unit_type"": ""ENGINE"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""South of Market"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T07:05:45.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-01T07:05:45.000"", ""on_scene_dttm"": ""2026-01-01T07:09:28.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-01T07:05:45.000"", ""on_scene_dttm"": ""2026-01-01T07:09:28.000""}"
AM110,2026-01-01T14:25:00.000,431.3246,412,Medical Incident,Potentially Life-Threatening,3,PRIVATE,1,B03,South of Market,94107,2026-01-01T14:31:52.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""AM110"", ""unit_type"": ""PRIVATE"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""South of Market"", ""zipcode_of_incident"": ""94107"", ""received_dttm"": ""2026-01-01T14:25:00.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""AM110"", ""unit_type"": ""PRIVATE"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""South of Market"", ""zipcode_of_incident"": ""94107"", ""received_dttm"": ""2026-01-01T14:25:00.000""}","{""unit_id"": ""AM110"", ""received_dttm"": ""2026-01-01T14:25:00.000"", ""on_scene_dttm"": ""2026-01-01T14:31:52.000""}","{""unit_id"": ""AM110"", ""received_dttm"": ""2026-01-01T14:25:00.000"", ""on_scene_dttm"": ""2026-01-01T14:31:52.000""}"
E03,2026-01-01T11:24:44.000,481.97263,446,Medical Incident,Potentially Life-Threatening,3,ENGINE,3,B03,Tenderloin,94102,2026-01-01T11:32:10.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E03"", ""unit_type"": ""ENGINE"", ""station_area"": ""3"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T11:24:44.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E03"", ""unit_type"": ""ENGINE"", ""station_area"": ""3"", ""battalion"": ""B03"", ""neighborhood_district"": ""Tenderloin"", ""zipcode_of_incident"": ""94102"", ""received_dttm"": ""2026-01-01T11:24:44.000""}","{""unit_id"": ""E03"", ""received_dttm"": ""2026-01-01T11:24:44.000"", ""on_scene_dttm"": ""2026-01-01T11:32:10.000""}","{""unit_id"": ""E03"", ""received_dttm"": ""2026-01-01T11:24:44.000"", ""on_scene_dttm"": ""2026-01-01T11:32:10.000""}"
M513,2026-01-01T01:22:58.000,377.09167,505,Medical Incident,Potentially Life-Threatening,3,MEDIC,1,B03,South of Market,94103,2026-01-01T01:31:23.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M513"", ""unit_type"": ""MEDIC"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""South of Market"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T01:22:58.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""M513"", ""unit_type"": ""MEDIC"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""South of Market"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T01:22:58.000""}","{""unit_id"": ""M513"", ""received_dttm"": ""2026-01-01T01:22:58.000"", ""on_scene_dttm"": ""2026-01-01T01:31:23.000""}","{""unit_id"": ""M513"", ""received_dttm"": ""2026-01-01T01:22:58.000"", ""on_scene_dttm"": ""2026-01-01T01:31:23.000""}"
E01,2026-01-01T16:00:28.000,532.1033,514,Medical Incident,Potentially Life-Threatening,3,ENGINE,1,B03,Financial District/South Beach,94103,2026-01-01T16:09:02.000,"{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E01"", ""unit_type"": ""ENGINE"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""Financial District/South Beach"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T16:00:28.000""}","{""call_type"": ""Medical Incident"", ""call_type_group"": ""Potentially Life-Threatening"", ""original_priority"": ""3"", ""unit_id"": ""E01"", ""unit_type"": ""ENGINE"", ""station_area"": ""1"", ""battalion"": ""B03"", ""neighborhood_district"": ""Financial District/South Beach"", ""zipcode_of_incident"": ""94103"", ""received_dttm"": ""2026-01-01T16:00:28.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-01T16:00:28.000"", ""on_scene_dttm"": ""2026-01-01T16:09:02.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-01T16:00:28.000"", ""on_scene_dttm"": ""2026-01-01T16:09:02.000""}"
E12,2026-01-01T21:56:28.000,465.14572,431,Alarms,Alarm,3,ENGINE,24,B05,Twin Peaks,94114,2026-01-01T22:03:39.000,"{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E12"", ""unit_type"": ""ENGINE"", ""station_area"": ""24"", ""battalion"": ""B05"", ""neighborhood_district"": ""Twin Peaks"", ""zipcode_of_incident"": ""94114"", ""received_dttm"": ""2026-01-01T21:56:28.000""}","{""call_type"": ""Alarms"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E12"", ""unit_type"": ""ENGINE"", ""station_area"": ""24"", ""battalion"": ""B05"", ""neighborhood_district"": ""Twin Peaks"", ""zipcode_of_incident"": ""94114"", ""received_dttm"": ""2026-01-01T21:56:28.000""}","{""unit_id"": ""E12"", ""received_dttm"": ""2026-01-01T21:56:28.000"", ""on_scene_dttm"": ""2026-01-01T22:03:39.000""}","{""unit_id"": ""E12"", ""received_dttm"": ""2026-01-01T21:56:28.000"", ""on_scene_dttm"": ""2026-01-01T22:03:39.000""}"
E31,2026-01-01T20:09:35.000,611.7311,371,Other,Alarm,3,ENGINE,31,B07,Golden Gate Park,94122,2026-01-01T20:15:46.000,"{""call_type"": ""Other"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E31"", ""unit_type"": ""ENGINE"", ""station_area"": ""31"", ""battalion"": ""B07"", ""neighborhood_district"": ""Golden Gate Park"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T20:09:35.000""}","{""call_type"": ""Other"", ""call_type_group"": ""Alarm"", ""original_priority"": ""3"", ""unit_id"": ""E31"", ""unit_type"": ""ENGINE"", ""station_area"": ""31"", ""battalion"": ""B07"", ""neighborhood_district"": ""Golden Gate Park"", ""zipcode_of_incident"": ""94122"", ""received_dttm"": ""2026-01-01T20:09:35.000""}","{""unit_id"": ""E31"", ""received_dttm"": ""2026-01-01T20:09:35.000"", ""on_scene_dttm"": ""2026-01-01T20:15:46.000""}","{""unit_id"": ""E31"", ""received_dttm"": ""2026-01-01T20:09:35.000"", ""on_scene_dttm"": ""2026-01-01T20:15:46.000""}"
